id,eventdate,clicks,cpc,spend
11790,11/18/19,157,0,198.48
11791,11/19/19,156,0,210.2
11792,11/20/19,147,0,174.33
11793,11/21/19,69,0,75.75
11794,11/22/19,67,0,75.97
11795,11/23/19,56,0,58.07
11796,11/1/19,130,0,163.64
11797,11/2/19,165,0,204.87
11798,11/3/19,237,0,299.4
11799,11/4/19,112,0,148.22
11800,11/5/19,115,0,161.12
11801,11/6/19,89,0,121.7
11802,11/7/19,116,0,153.77
11803,11/8/19,97,0,119.86
11804,11/9/19,106,0,148.24
11805,11/10/19,119,0,138.66
11806,11/11/19,134,0,154.86
11807,11/12/19,142,0,178.55
11808,11/13/19,132,0,161.66
11809,11/14/19,132,0,166.66
11810,11/15/19,127,0,167.3
11811,11/16/19,132,0,162.17
11812,11/17/19,167,0,199.75
11813,11/18/19,157,0,198.48
11814,11/19/19,156,0,210.2
11815,11/20/19,147,0,174.33
11816,11/21/19,69,0,75.75
11817,11/22/19,67,0,75.97
11818,11/23/19,56,0,58.07
11819,11/24/19,71,0,80.5
11820,11/25/19,93,0,102.5
11821,11/26/19,91,0,83.97
11822,11/27/19,92,0,87.25
11823,11/28/19,207,0,220.23
11824,11/29/19,455,0,560.61
11825,11/30/19,301,0,315.2
11826,12/15/19,456,0,524.63
11827,12/16/19,470,0,520.97
11828,12/17/19,483,0,570.2
11829,12/18/19,729,0,847.72
11830,12/19/19,961,0,1163.7
11831,12/20/19,957,0,1153.33
11832,12/21/19,824,0,1028.62
11833,12/22/19,577,0,747.14
11834,12/23/19,344,0,420.77
11835,12/24/19,181,0,211.36
11836,12/25/19,226,0,292.47
11837,12/26/19,294,0,392.03
11838,12/27/19,215,0,273.35
11839,12/28/19,234,0,296.49
11840,12/1/19,301,0,305.17
11841,12/2/19,0,0,0
11842,12/3/19,141,0,171.99
11843,12/4/19,267,0,304.86
11844,12/5/19,245,0,272.78
11845,12/6/19,246,0,282.88
11846,12/7/19,297,0,305.02
11847,12/8/19,328,0,308.38
11848,12/9/19,304,0,294.41
11849,12/10/19,320,0,303.75
11850,12/11/19,423,0,500.31
11851,12/12/19,417,0,505.87
11852,12/13/19,445,0,513.82
11853,12/14/19,489,0,518.32
11854,12/15/19,456,0,524.63
11855,12/16/19,470,0,520.97
11856,12/17/19,483,0,570.2
11857,12/18/19,729,0,847.72
11858,12/19/19,957,0,1160.99
11859,12/20/19,957,0,1153.33
11860,12/21/19,824,0,1028.62
11861,12/22/19,577,0,747.14
11862,12/23/19,344,0,420.77
11863,12/24/19,181,0,211.36
11864,12/25/19,226,0,292.47
11865,12/26/19,293,0,391.4
11866,12/27/19,215,0,273.35
11867,12/28/19,232,0,294.52
11868,12/29/19,54,0,68.15
11869,12/30/19,150,0,206.06
11870,12/31/19,119,0,163.24
11871,10/1/19,119,0,203.11
11872,10/2/19,120,0,206.17
11873,10/3/19,102,0,193.95
11874,10/4/19,104,0,144.45
11875,10/5/19,104,0,129.89
11876,10/6/19,153,0,184.91
11877,10/7/19,125,0,163.2
11878,10/8/19,107,0,138.4
11879,10/9/19,111,0,148.46
11880,10/10/19,150,0,224.07
11881,10/11/19,168,0,248.02
11882,10/12/19,166,0,242.77
11883,10/13/19,157,0,245.7
11884,10/14/19,165,0,265.97
11885,10/15/19,114,0,174.83
11886,10/16/19,75,0,85.3
11887,10/17/19,53,0,68.07
11888,10/18/19,6,0,5.05
11889,10/19/19,27,0,29.66
11890,10/20/19,31,0,35.88
11891,10/21/19,34,0,33.7
11892,10/22/19,28,0,34.39
11893,10/23/19,52,0,56.13
11894,10/24/19,23,0,28.76
11895,10/25/19,66,0,71.34
11896,10/26/19,63,0,71.53
11897,10/27/19,86,0,108.42
11898,10/28/19,68,0,81.93
11899,10/29/19,69,0,81
11900,10/30/19,109,0,137.06
11901,10/31/19,84,0,109.3
11902,11/24/19,71,0,80.5
11903,11/25/19,93,0,102.5
11904,11/26/19,91,0,83.97
11905,11/27/19,92,0,87.25
11906,11/28/19,207,0,220.23
11907,11/29/19,457,0,561.33
11908,11/30/19,301,0,315.2
11909,12/1/19,301,0,305.17
11910,12/2/19,0,0,0
11911,12/3/19,141,0,171.99
11912,12/4/19,267,0,304.86
11913,12/5/19,246,0,273.91
11914,12/6/19,246,0,282.88
11915,12/7/19,297,0,305.02
11916,12/8/19,328,0,308.38
11917,12/9/19,304,0,294.41
11918,12/10/19,320,0,303.75
11919,12/11/19,423,0,500.31
11920,12/12/19,417,0,505.87
11921,12/13/19,445,0,513.82
11922,12/14/19,490,0,519.03
11923,12/1/19,301,0,305.17
11924,12/2/19,0,0,0
11925,12/3/19,141,0,171.99
11926,12/4/19,267,0,304.86
11927,12/5/19,245,0,272.78
11928,12/6/19,246,0,282.88
11929,12/7/19,297,0,305.02
11930,12/8/19,328,0,308.38
11931,12/9/19,304,0,294.41
11932,12/10/19,320,0,303.75
11933,12/11/19,423,0,500.31
11934,12/12/19,417,0,505.87
11935,12/13/19,445,0,513.82
11936,12/14/19,489,0,518.32
11937,12/15/19,456,0,524.63
11938,12/16/19,470,0,520.97
11939,12/17/19,483,0,570.2
11940,12/18/19,729,0,847.72
11941,12/19/19,957,0,1160.99
11942,12/20/19,957,0,1153.33
11943,12/21/19,824,0,1028.62
11944,12/22/19,577,0,747.14
11945,12/23/19,344,0,420.77
11946,12/24/19,181,0,211.36
11947,12/25/19,226,0,292.47
11948,12/26/19,293,0,391.4
11949,12/27/19,215,0,273.35
11950,12/28/19,232,0,294.52
11951,12/29/19,54,0,68.15
11952,12/30/19,150,0,206.06
11953,12/31/19,119,0,163.24
11954,12/29/19,54,0,68.15
11955,12/30/19,150,0,206.06
11956,12/31/19,119,0,163.24
11957,1/1/20,177,0,235.07
11958,1/2/20,157,0,183.26
11959,1/3/20,141,0,147.24
11960,1/4/20,95,0,109.91
11961,1/5/20,130,0,136.82
11962,1/6/20,120,0,130.53
11963,1/7/20,117,0,122.6
11964,1/8/20,96,0,99.58
11965,1/9/20,100,0,93.71
11966,1/10/20,82,0,84.57
11967,1/11/20,91,0,86.76
11968,1/12/20,55,0,60.94
11969,1/13/20,52,0,57.99
11970,1/14/20,52,0,59.3
11971,1/15/20,49,0,56.86
11972,1/16/20,48,0,60.64
11973,1/17/20,54,0,59.1
11974,1/18/20,54,0,60.67
11975,10/13/19,155,0,242.42
11976,10/14/19,163,0,263.41
11977,10/15/19,114,0,174.83
11978,10/16/19,75,0,85.3
11979,10/17/19,52,0,66.77
11980,10/18/19,6,0,5.05
11981,10/19/19,27,0,29.66
11982,10/20/19,30,0,34.64
11983,10/21/19,34,0,33.7
11984,10/22/19,28,0,34.39
11985,10/23/19,52,0,56.13
11986,10/24/19,23,0,28.76
11987,10/25/19,66,0,71.34
11988,10/26/19,63,0,71.53
11989,10/27/19,86,0,108.42
11990,10/28/19,68,0,81.93
11991,10/29/19,69,0,81
11992,10/30/19,109,0,137.06
11993,10/31/19,84,0,109.3
11994,11/1/19,132,0,164.65
11995,11/2/19,165,0,204.87
11996,11/3/19,237,0,299.4
11997,11/4/19,112,0,148.22
11998,11/5/19,115,0,161.12
11999,11/6/19,89,0,121.7
12000,11/7/19,116,0,153.77
12001,11/8/19,97,0,119.86
12002,11/9/19,106,0,148.24
12003,10/20/19,84,0,44.91
12004,10/21/19,84,0,52.01
12005,10/22/19,78,0,42.31
12006,10/23/19,77,0,52.71
12007,10/24/19,62,0,43.51
12008,10/25/19,52,0,29.73
12009,10/26/19,54,0,30.1
12010,10/13/19,81,0,42.59
12011,10/14/19,80,0,45.83
12012,10/15/19,78,0,56.19
12013,10/16/19,89,0,44.51
12014,10/17/19,84,0,45.31
12015,10/18/19,66,0,46.1
12016,10/19/19,81,0,38.51
12017,11/1/19,130,0,163.64
12018,11/2/19,165,0,204.87
12019,11/3/19,237,0,299.4
12020,11/4/19,112,0,148.22
12021,11/5/19,115,0,161.12
12022,11/6/19,89,0,121.7
12023,11/7/19,116,0,153.77
12024,11/8/19,97,0,119.86
12025,11/9/19,106,0,148.24
12026,11/10/19,119,0,138.66
12027,11/11/19,134,0,154.86
12028,11/12/19,142,0,178.55
12029,11/13/19,132,0,161.66
12030,11/14/19,132,0,166.66
12031,11/15/19,127,0,167.3
12032,11/16/19,132,0,162.17
12033,11/17/19,167,0,199.75
12034,11/18/19,157,0,198.48
12035,11/19/19,156,0,210.2
12036,11/20/19,147,0,174.33
12037,11/21/19,69,0,75.75
12038,11/22/19,67,0,75.97
12039,11/23/19,56,0,58.07
12040,11/24/19,71,0,80.5
12041,11/25/19,93,0,102.5
12042,11/26/19,91,0,83.97
12043,11/27/19,92,0,87.25
12044,11/28/19,207,0,220.23
12045,11/29/19,455,0,560.61
12046,11/30/19,301,0,315.2
12047,10/13/19,155,0,242.42
12048,10/14/19,163,0,263.41
12049,10/15/19,114,0,174.83
12050,10/16/19,75,0,85.3
12051,10/17/19,52,0,66.77
12052,10/18/19,6,0,5.05
12053,10/19/19,27,0,29.66
12054,10/20/19,30,0,34.64
12055,10/21/19,34,0,33.7
12056,10/22/19,28,0,34.39
12057,10/23/19,52,0,56.13
12058,10/24/19,23,0,28.76
12059,10/25/19,66,0,71.34
12060,10/26/19,63,0,71.53
12061,10/27/19,86,0,108.42
12062,10/28/19,68,0,81.93
12063,10/29/19,69,0,81
12064,10/30/19,109,0,137.06
12065,10/31/19,84,0,109.3
12066,11/1/19,132,0,164.65
12067,11/2/19,165,0,204.87
12068,11/3/19,237,0,299.4
12069,11/4/19,112,0,148.22
12070,11/5/19,115,0,161.12
12071,11/6/19,89,0,121.7
12072,11/7/19,116,0,153.77
12073,11/8/19,97,0,119.86
12074,11/9/19,106,0,148.24
12075,11/1/19,130,0,163.64
12076,11/2/19,165,0,204.87
12077,11/3/19,237,0,299.4
12078,11/4/19,112,0,148.22
12079,11/5/19,115,0,161.12
12080,11/6/19,89,0,121.7
12081,11/7/19,116,0,153.77
12082,11/8/19,97,0,119.86
12083,11/9/19,106,0,148.24
12084,11/10/19,119,0,138.66
12085,11/11/19,134,0,154.86
12086,11/12/19,142,0,178.55
12087,11/13/19,132,0,161.66
12088,11/14/19,132,0,166.66
12089,11/15/19,127,0,167.3
12090,11/16/19,132,0,162.17
12091,11/17/19,167,0,199.75
12092,11/18/19,157,0,198.48
12093,11/19/19,156,0,210.2
12094,11/20/19,147,0,174.33
12095,11/21/19,69,0,75.75
12096,11/22/19,67,0,75.97
12097,11/23/19,56,0,58.07
12098,11/24/19,71,0,80.5
12099,11/25/19,93,0,102.5
12100,11/26/19,91,0,83.97
12101,11/27/19,92,0,87.25
12102,11/28/19,207,0,220.23
12103,11/29/19,455,0,560.61
12104,11/30/19,301,0,315.2
12105,12/1/19,301,0,305.17
12106,12/2/19,0,0,0
12107,12/3/19,141,0,171.99
12108,12/4/19,267,0,304.86
12109,12/5/19,245,0,272.78
12110,12/6/19,246,0,282.88
12111,12/7/19,297,0,305.02
12112,12/8/19,328,0,308.38
12113,12/9/19,304,0,294.41
12114,12/10/19,320,0,303.75
12115,12/11/19,423,0,500.31
12116,12/12/19,417,0,505.87
12117,12/13/19,445,0,513.82
12118,12/14/19,489,0,518.32
12119,12/15/19,456,0,524.63
12120,12/16/19,470,0,520.97
12121,12/17/19,483,0,570.2
12122,12/18/19,729,0,847.72
12123,12/19/19,957,0,1160.99
12124,12/20/19,957,0,1153.33
12125,12/21/19,824,0,1028.62
12126,12/22/19,577,0,747.14
12127,12/23/19,344,0,420.77
12128,12/24/19,181,0,211.36
12129,12/25/19,226,0,292.47
12130,12/26/19,293,0,391.4
12131,12/27/19,215,0,273.35
12132,12/28/19,232,0,294.52
12133,12/29/19,54,0,68.15
12134,12/30/19,150,0,206.06
12135,12/31/19,119,0,163.24
12136,10/1/19,119,0,203.11
12137,10/2/19,120,0,206.17
12138,10/3/19,102,0,193.95
12139,10/4/19,104,0,144.45
12140,10/5/19,104,0,129.89
12141,10/6/19,153,0,184.91
12142,10/7/19,125,0,163.2
12143,10/8/19,107,0,138.4
12144,10/9/19,111,0,148.46
12145,10/10/19,150,0,224.07
12146,10/11/19,168,0,248.02
12147,10/12/19,166,0,242.77
12148,10/13/19,157,0,245.7
12149,10/14/19,165,0,265.97
12150,10/15/19,114,0,174.83
12151,10/16/19,75,0,85.3
12152,10/17/19,53,0,68.07
12153,10/18/19,6,0,5.05
12154,10/19/19,27,0,29.66
12155,10/20/19,31,0,35.88
12156,10/21/19,34,0,33.7
12157,10/22/19,28,0,34.39
12158,10/23/19,52,0,56.13
12159,10/24/19,23,0,28.76
12160,10/25/19,66,0,71.34
12161,10/26/19,63,0,71.53
12162,10/27/19,86,0,108.42
12163,10/28/19,68,0,81.93
12164,10/29/19,69,0,81
12165,10/30/19,109,0,137.06
12166,10/31/19,84,0,109.3
12167,12/1/19,301,0,305.17
12168,12/2/19,0,0,0
12169,12/3/19,141,0,171.99
12170,12/4/19,267,0,304.86
12171,12/5/19,245,0,272.78
12172,12/6/19,246,0,282.88
12173,12/7/19,297,0,305.02
12174,12/8/19,328,0,308.38
12175,12/9/19,304,0,294.41
12176,12/10/19,320,0,303.75
12177,12/11/19,423,0,500.31
12178,12/12/19,417,0,505.87
12179,12/13/19,445,0,513.82
12180,12/14/19,489,0,518.32
12181,12/15/19,456,0,524.63
12182,12/16/19,470,0,520.97
12183,12/17/19,483,0,570.2
12184,12/18/19,729,0,847.72
12185,12/19/19,957,0,1160.99
12186,12/20/19,957,0,1153.33
12187,12/21/19,824,0,1028.62
12188,12/22/19,577,0,747.14
12189,12/23/19,344,0,420.77
12190,12/24/19,181,0,211.36
12191,12/25/19,226,0,292.47
12192,12/26/19,293,0,391.4
12193,12/27/19,215,0,273.35
12194,12/28/19,232,0,294.52
12195,12/29/19,54,0,68.15
12196,12/30/19,150,0,206.06
12197,12/31/19,119,0,163.24
12198,12/29/19,54,0,68.15
12199,12/30/19,150,0,206.06
12200,12/31/19,119,0,163.24
12201,1/1/20,177,0,235.07
12202,1/2/20,157,0,183.26
12203,1/3/20,141,0,147.24
12204,1/4/20,95,0,109.91
12205,1/5/20,130,0,136.82
12206,1/6/20,120,0,130.53
12207,1/7/20,117,0,122.6
12208,1/8/20,96,0,99.58
12209,1/9/20,100,0,93.71
12210,1/10/20,82,0,84.57
12211,1/11/20,91,0,86.76
12212,1/12/20,55,0,60.94
12213,1/13/20,52,0,57.99
12214,1/14/20,52,0,59.3
12215,1/15/20,49,0,56.86
12216,1/16/20,48,0,60.64
12217,1/17/20,54,0,59.1
12218,1/18/20,54,0,60.67
12219,11/10/19,119,0,138.66
12220,11/11/19,134,0,154.86
12221,11/12/19,142,0,178.55
12222,11/13/19,132,0,161.66
12223,11/14/19,132,0,166.66
12224,11/15/19,127,0,167.3
12225,11/16/19,134,0,163.29
12226,11/17/19,167,0,199.75
12227,11/18/19,157,0,198.48
12228,11/19/19,156,0,210.2
12229,11/20/19,147,0,174.33
12230,11/21/19,69,0,75.75
12231,11/22/19,67,0,75.97
12232,11/23/19,56,0,58.07
12233,11/24/19,71,0,80.5
12234,11/25/19,93,0,102.5
12235,11/26/19,91,0,83.97
12236,11/27/19,92,0,87.25
12237,11/28/19,207,0,220.23
12238,11/29/19,457,0,561.33
12239,11/30/19,301,0,315.2
12240,12/1/19,301,0,305.17
12241,12/2/19,0,0,0
12242,12/3/19,141,0,171.99
12243,12/4/19,267,0,304.86
12244,12/5/19,246,0,273.91
12245,12/6/19,246,0,282.88
12246,12/7/19,297,0,305.02
12247,12/8/19,328,0,308.38
12248,12/9/19,304,0,294.41
12249,12/10/19,320,0,303.75
12250,12/11/19,423,0,500.31
12251,12/12/19,417,0,505.87
12252,12/13/19,445,0,513.82
12253,12/14/19,490,0,519.03
12254,12/15/19,456,0,524.63
12255,12/16/19,470,0,520.97
12256,12/17/19,483,0,570.2
12257,12/18/19,729,0,847.72
12258,12/19/19,961,0,1163.7
12259,12/20/19,957,0,1153.33
12260,12/21/19,824,0,1028.62
12261,12/22/19,577,0,747.14
12262,12/23/19,344,0,420.77
12263,12/24/19,181,0,211.36
12264,12/25/19,226,0,292.47
12265,12/26/19,294,0,392.03
12266,12/27/19,215,0,273.35
12267,12/28/19,234,0,296.49
12268,10/13/19,155,0,242.42
12269,10/14/19,163,0,263.41
12270,10/15/19,114,0,174.83
12271,10/16/19,75,0,85.3
12272,10/17/19,52,0,66.77
12273,10/18/19,6,0,5.05
12274,10/19/19,27,0,29.66
12275,10/20/19,30,0,34.64
12276,10/21/19,34,0,33.7
12277,10/22/19,28,0,34.39
12278,10/23/19,52,0,56.13
12279,10/24/19,23,0,28.76
12280,10/25/19,66,0,71.34
12281,10/26/19,63,0,71.53
12282,10/27/19,86,0,108.42
12283,10/28/19,68,0,81.93
12284,10/29/19,69,0,81
12285,10/30/19,109,0,137.06
12286,10/31/19,84,0,109.3
12287,11/1/19,132,0,164.65
12288,11/2/19,165,0,204.87
12289,11/3/19,237,0,299.4
12290,11/4/19,112,0,148.22
12291,11/5/19,115,0,161.12
12292,11/6/19,89,0,121.7
12293,11/7/19,116,0,153.77
12294,11/8/19,97,0,119.86
12295,11/9/19,106,0,148.24
12296,10/20/19,84,0,44.91
12297,10/21/19,84,0,52.01
12298,10/22/19,78,0,42.31
12299,10/23/19,77,0,52.71
12300,10/24/19,62,0,43.51
12301,10/25/19,52,0,29.73
12302,10/26/19,54,0,30.1
12303,10/13/19,81,0,42.59
12304,10/14/19,80,0,45.83
12305,10/15/19,78,0,56.19
12306,10/16/19,89,0,44.51
12307,10/17/19,84,0,45.31
12308,10/18/19,66,0,46.1
12309,10/19/19,81,0,38.51
12310,11/1/19,130,0,163.64
12311,11/2/19,165,0,204.87
12312,11/3/19,237,0,299.4
12313,11/4/19,112,0,148.22
12314,11/5/19,115,0,161.12
12315,11/6/19,89,0,121.7
12316,11/7/19,116,0,153.77
12317,11/8/19,97,0,119.86
12318,11/9/19,106,0,148.24
12319,11/10/19,119,0,138.66
12320,11/11/19,134,0,154.86
12321,11/12/19,142,0,178.55
12322,11/13/19,132,0,161.66
12323,11/14/19,132,0,166.66
12324,11/15/19,127,0,167.3
12325,11/16/19,132,0,162.17
12326,11/17/19,167,0,199.75
12327,11/18/19,157,0,198.48
12328,11/19/19,156,0,210.2
12329,11/20/19,147,0,174.33
12330,11/21/19,69,0,75.75
12331,11/22/19,67,0,75.97
12332,11/23/19,56,0,58.07
12333,11/24/19,71,0,80.5
12334,11/25/19,93,0,102.5
12335,11/26/19,91,0,83.97
12336,11/27/19,92,0,87.25
12337,11/28/19,207,0,220.23
12338,11/29/19,455,0,560.61
12339,11/30/19,301,0,315.2
12340,10/13/19,155,0,242.42
12341,10/14/19,163,0,263.41
12342,10/15/19,114,0,174.83
12343,10/16/19,75,0,85.3
12344,10/17/19,52,0,66.77
12345,10/18/19,6,0,5.05
12346,10/19/19,27,0,29.66
12347,10/20/19,30,0,34.64
12348,10/21/19,34,0,33.7
12349,10/22/19,28,0,34.39
12350,10/23/19,52,0,56.13
12351,10/24/19,23,0,28.76
12352,10/25/19,66,0,71.34
12353,10/26/19,63,0,71.53
12354,10/27/19,86,0,108.42
12355,10/28/19,68,0,81.93
12356,10/29/19,69,0,81
12357,10/30/19,109,0,137.06
12358,10/31/19,84,0,109.3
12359,11/1/19,132,0,164.65
12360,11/2/19,165,0,204.87
12361,11/3/19,237,0,299.4
12362,11/4/19,112,0,148.22
12363,11/5/19,115,0,161.12
12364,11/6/19,89,0,121.7
12365,11/7/19,116,0,153.77
12366,11/8/19,97,0,119.86
12367,11/9/19,106,0,148.24
12368,11/1/19,130,0,163.64
12369,11/2/19,165,0,204.87
12370,11/3/19,237,0,299.4
12371,11/4/19,112,0,148.22
12372,11/5/19,115,0,161.12
12373,11/6/19,89,0,121.7
12374,11/7/19,116,0,153.77
12375,11/8/19,97,0,119.86
12376,11/9/19,106,0,148.24
12377,11/10/19,119,0,138.66
12378,11/11/19,134,0,154.86
12379,11/12/19,142,0,178.55
12380,11/13/19,132,0,161.66
12381,11/14/19,132,0,166.66
12382,11/15/19,127,0,167.3
12383,11/16/19,132,0,162.17
12384,11/17/19,167,0,199.75
12385,11/18/19,157,0,198.48
12386,11/19/19,156,0,210.2
12387,11/20/19,147,0,174.33
12388,11/21/19,69,0,75.75
12389,11/22/19,67,0,75.97
12390,11/23/19,56,0,58.07
12391,11/24/19,71,0,80.5
12392,11/25/19,93,0,102.5
12393,11/26/19,91,0,83.97
12394,11/27/19,92,0,87.25
12395,11/28/19,207,0,220.23
12396,11/29/19,455,0,560.61
12397,11/30/19,301,0,315.2
12398,12/1/19,301,0,305.17
12399,12/2/19,0,0,0
12400,12/3/19,141,0,171.99
12401,12/4/19,267,0,304.86
12402,12/5/19,245,0,272.78
12403,12/6/19,246,0,282.88
12404,12/7/19,297,0,305.02
12405,12/8/19,328,0,308.38
12406,12/9/19,304,0,294.41
12407,12/10/19,320,0,303.75
12408,12/11/19,423,0,500.31
12409,12/12/19,417,0,505.87
12410,12/13/19,445,0,513.82
12411,12/14/19,489,0,518.32
12412,12/15/19,456,0,524.63
12413,12/16/19,470,0,520.97
12414,12/17/19,483,0,570.2
12415,12/18/19,729,0,847.72
12416,12/19/19,957,0,1160.99
12417,12/20/19,957,0,1153.33
12418,12/21/19,824,0,1028.62
12419,12/22/19,577,0,747.14
12420,12/23/19,344,0,420.77
12421,12/24/19,181,0,211.36
12422,12/25/19,226,0,292.47
12423,12/26/19,293,0,391.4
12424,12/27/19,215,0,273.35
12425,12/28/19,232,0,294.52
12426,12/29/19,54,0,68.15
12427,12/30/19,150,0,206.06
12428,12/31/19,119,0,163.24
12429,10/1/19,119,0,203.11
12430,10/2/19,120,0,206.17
12431,10/3/19,102,0,193.95
12432,10/4/19,104,0,144.45
12433,10/5/19,104,0,129.89
12434,10/6/19,153,0,184.91
12435,10/7/19,125,0,163.2
12436,10/8/19,107,0,138.4
12437,10/9/19,111,0,148.46
12438,10/10/19,150,0,224.07
12439,10/11/19,168,0,248.02
12440,10/12/19,166,0,242.77
12441,10/13/19,157,0,245.7
12442,10/14/19,165,0,265.97
12443,10/15/19,114,0,174.83
12444,10/16/19,75,0,85.3
12445,10/17/19,53,0,68.07
12446,10/18/19,6,0,5.05
12447,10/19/19,27,0,29.66
12448,10/20/19,31,0,35.88
12449,10/21/19,34,0,33.7
12450,10/22/19,28,0,34.39
12451,10/23/19,52,0,56.13
12452,10/24/19,23,0,28.76
12453,10/25/19,66,0,71.34
12454,10/26/19,63,0,71.53
12455,10/27/19,86,0,108.42
12456,10/28/19,68,0,81.93
12457,10/29/19,69,0,81
12458,10/30/19,109,0,137.06
12459,10/31/19,84,0,109.3
12460,12/1/19,301,0,305.17
12461,12/2/19,0,0,0
12462,12/3/19,141,0,171.99
12463,12/4/19,267,0,304.86
12464,12/5/19,245,0,272.78
12465,12/6/19,246,0,282.88
12466,12/7/19,297,0,305.02
12467,12/8/19,328,0,308.38
12468,12/9/19,304,0,294.41
12469,12/10/19,320,0,303.75
12470,12/11/19,423,0,500.31
12471,12/12/19,417,0,505.87
12472,12/13/19,445,0,513.82
12473,12/14/19,489,0,518.32
12474,12/15/19,456,0,524.63
12475,12/16/19,470,0,520.97
12476,12/17/19,483,0,570.2
12477,12/18/19,729,0,847.72
12478,12/19/19,957,0,1160.99
12479,12/20/19,957,0,1153.33
12480,12/21/19,824,0,1028.62
12481,12/22/19,577,0,747.14
12482,12/23/19,344,0,420.77
12483,12/24/19,181,0,211.36
12484,12/25/19,226,0,292.47
12485,12/26/19,293,0,391.4
12486,12/27/19,215,0,273.35
12487,12/28/19,232,0,294.52
12488,12/29/19,54,0,68.15
12489,12/30/19,150,0,206.06
12490,12/31/19,119,0,163.24
12491,12/29/19,54,0,68.15
12492,12/30/19,150,0,206.06
12493,12/31/19,119,0,163.24
12494,1/1/20,177,0,235.07
12495,1/2/20,157,0,183.26
12496,1/3/20,141,0,147.24
12497,1/4/20,95,0,109.91
12498,1/5/20,130,0,136.82
12499,1/6/20,120,0,130.53
12500,1/7/20,117,0,122.6
12501,1/8/20,96,0,99.58
12502,1/9/20,100,0,93.71
12503,1/10/20,82,0,84.57
12504,1/11/20,91,0,86.76
12505,1/12/20,55,0,60.94
12506,1/13/20,52,0,57.99
12507,1/14/20,52,0,59.3
12508,1/15/20,49,0,56.86
12509,1/16/20,48,0,60.64
12510,1/17/20,54,0,59.1
12511,1/18/20,54,0,60.67
12512,11/10/19,119,0,138.66
12513,11/11/19,134,0,154.86
12514,11/12/19,142,0,178.55
12515,11/13/19,132,0,161.66
12516,11/14/19,132,0,166.66
12517,11/15/19,127,0,167.3
12518,11/16/19,134,0,163.29
12519,11/17/19,167,0,199.75
12520,11/18/19,157,0,198.48
12521,11/19/19,156,0,210.2
12522,11/20/19,147,0,174.33
12523,11/21/19,69,0,75.75
12524,11/22/19,67,0,75.97
12525,11/23/19,56,0,58.07
12526,11/24/19,71,0,80.5
12527,11/25/19,93,0,102.5
12528,11/26/19,91,0,83.97
12529,11/27/19,92,0,87.25
12530,11/28/19,207,0,220.23
12531,11/29/19,457,0,561.33
12532,11/30/19,301,0,315.2
12533,12/1/19,301,0,305.17
12534,12/2/19,0,0,0
12535,12/3/19,141,0,171.99
12536,12/4/19,267,0,304.86
12537,12/5/19,246,0,273.91
12538,12/6/19,246,0,282.88
12539,12/7/19,297,0,305.02
12540,12/8/19,328,0,308.38
12541,12/9/19,304,0,294.41
12542,12/10/19,320,0,303.75
12543,12/11/19,423,0,500.31
12544,12/12/19,417,0,505.87
12545,12/13/19,445,0,513.82
12546,12/14/19,490,0,519.03
12547,12/15/19,456,0,524.63
12548,12/16/19,470,0,520.97
12549,12/17/19,483,0,570.2
12550,12/18/19,729,0,847.72
12551,12/19/19,961,0,1163.7
12552,12/20/19,957,0,1153.33
12553,12/21/19,824,0,1028.62
12554,12/22/19,577,0,747.14
12555,12/23/19,344,0,420.77
12556,12/24/19,181,0,211.36
12557,12/25/19,226,0,292.47
12558,12/26/19,294,0,392.03
12559,12/27/19,215,0,273.35
12560,12/28/19,234,0,296.49
12561,10/13/19,155,0,242.42
12562,10/14/19,163,0,263.41
12563,10/15/19,114,0,174.83
12564,10/16/19,75,0,85.3
12565,10/17/19,52,0,66.77
12566,10/18/19,6,0,5.05
12567,10/19/19,27,0,29.66
12568,10/20/19,30,0,34.64
12569,10/21/19,34,0,33.7
12570,10/22/19,28,0,34.39
12571,10/23/19,52,0,56.13
12572,10/24/19,23,0,28.76
12573,10/25/19,66,0,71.34
12574,10/26/19,63,0,71.53
12575,10/27/19,86,0,108.42
12576,10/28/19,68,0,81.93
12577,10/29/19,69,0,81
12578,10/30/19,109,0,137.06
12579,10/31/19,84,0,109.3
12580,11/1/19,132,0,164.65
12581,11/2/19,165,0,204.87
12582,11/3/19,237,0,299.4
12583,11/4/19,112,0,148.22
12584,11/5/19,115,0,161.12
12585,11/6/19,89,0,121.7
12586,11/7/19,116,0,153.77
12587,11/8/19,97,0,119.86
12588,11/9/19,106,0,148.24
12589,10/20/19,84,0,44.91
12590,10/21/19,84,0,52.01
12591,10/22/19,78,0,42.31
12592,10/23/19,77,0,52.71
12593,10/24/19,62,0,43.51
12594,10/25/19,52,0,29.73
12595,10/26/19,54,0,30.1
12596,10/13/19,81,0,42.59
12597,10/14/19,80,0,45.83
12598,10/15/19,78,0,56.19
12599,10/16/19,89,0,44.51
12600,10/17/19,84,0,45.31
12601,10/18/19,66,0,46.1
12602,10/19/19,81,0,38.51
12603,11/1/19,130,0,163.64
12604,11/2/19,165,0,204.87
12605,11/3/19,237,0,299.4
12606,11/4/19,112,0,148.22
12607,11/5/19,115,0,161.12
12608,11/6/19,89,0,121.7
12609,11/7/19,116,0,153.77
12610,11/8/19,97,0,119.86
12611,11/9/19,106,0,148.24
